Lokalitetsnavn;ObservationsStedNr;ObservationsStedNavn;Dato;Tid;Prøvetagningsnummer;Prøvenummer;Dybde (m);Prøvetagningsudstyr;Prøveredskabsareal (cm2);Prøvebemærkninger;Pprøvtagnings Breddegrad;Prøvetagnings Længdegrad;Provetagnings X_UTM;Proevetagnings Y_UTM;Artsrække;Artsnavn;Antal (stk);Biomasse vådvægt (g);Biomasse tørvægt (g);Askefri tørvægt (g);Kontrol;Kvalitet;Kvalitetsnote
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"9";"1";"11,2";"Haps";"143";"";"57,634";"10,2361666666667";"573810";"6388636";"Annelida";"Magelona mirabilis";"3";"0,0054";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"9";"1";"11,2";"Haps";"143";"";"57,634";"10,2361666666667";"573810";"6388636";"Annelida";"Scoloplos armiger";"2";"0,0114";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"9";"1";"11,2";"Haps";"143";"";"57,634";"10,2361666666667";"573810";"6388636";"Arthropoda";"Bathyporeia guilliamsoniana";"1";"0,0039";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"9";"1";"11,2";"Haps";"143";"";"57,634";"10,2361666666667";"573810";"6388636";"Echinodermata";"Echinocardium cordatum";"2";"15,5907";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"9";"1";"11,2";"Haps";"143";"";"57,634";"10,2361666666667";"573810";"6388636";"Annelida";"Sigalion mathildae";"4";"0,1083";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"9";"1";"11,2";"Haps";"143";"";"57,634";"10,2361666666667";"573810";"6388636";"Mollusca";"Tellina fabula";"8";"0,0834";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"10";"1";"26";"Haps";"143";"";"57,6338333333333";"10,239";"573980";"6388621";"Annelida";"Nephtys hombergii";"1";"0,0088";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"10";"1";"26";"Haps";"143";"";"57,6338333333333";"10,239";"573980";"6388621";"Annelida";"Magelona mirabilis";"15";"0,1231";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"10";"1";"26";"Haps";"143";"";"57,6338333333333";"10,239";"573980";"6388621";"Annelida";"Scoloplos armiger";"1";"0,0073";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"10";"1";"26";"Haps";"143";"";"57,6338333333333";"10,239";"573980";"6388621";"Arthropoda";"Ampelisca brevicornis";"1";"0,0001";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"10";"1";"26";"Haps";"143";"";"57,6338333333333";"10,239";"573980";"6388621";"Echinodermata";"Echinocardium cordatum";"1";"21,4051";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"10";"1";"26";"Haps";"143";"";"57,6338333333333";"10,239";"573980";"6388621";"Annelida";"Sigalion mathildae";"2";"0,0336";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"10";"1";"26";"Haps";"143";"";"57,6338333333333";"10,239";"573980";"6388621";"Mollusca";"Tellina fabula";"8";"0,088";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"11";"1";"11,3";"Haps";"143";"";"57,6341666666667";"10,2416666666667";"574138";"6388661";"Annelida";"Phyllodoce groenlandica";"1";"0,0111";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"11";"1";"11,3";"Haps";"143";"";"57,6341666666667";"10,2416666666667";"574138";"6388661";"Annelida";"Nephtys hombergii";"2";"0,0098";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"11";"1";"11,3";"Haps";"143";"";"57,6341666666667";"10,2416666666667";"574138";"6388661";"Annelida";"Spiophanes bombyx";"2";"0,0294";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"11";"1";"11,3";"Haps";"143";"";"57,6341666666667";"10,2416666666667";"574138";"6388661";"Annelida";"Magelona mirabilis";"5";"0,0432";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"11";"1";"11,3";"Haps";"143";"";"57,6341666666667";"10,2416666666667";"574138";"6388661";"Annelida";"Scoloplos armiger";"2";"0,0142";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"11";"1";"11,3";"Haps";"143";"";"57,6341666666667";"10,2416666666667";"574138";"6388661";"Arthropoda";"Pseudocuma longicornis";"1";"0,0003";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"11";"1";"11,3";"Haps";"143";"";"57,6341666666667";"10,2416666666667";"574138";"6388661";"Mollusca";"Abra alba";"1";"0,0008";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"11";"1";"11,3";"Haps";"143";"";"57,6341666666667";"10,2416666666667";"574138";"6388661";"Arthropoda";"Ampelisca brevicornis";"1";"0,0039";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"11";"1";"11,3";"Haps";"143";"";"57,6341666666667";"10,2416666666667";"574138";"6388661";"Arthropoda";"Corophium bonelli";"1";"0,0017";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"11";"1";"11,3";"Haps";"143";"";"57,6341666666667";"10,2416666666667";"574138";"6388661";"Annelida";"Sabellidae indet.";"1";"0,0004";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"11";"1";"11,3";"Haps";"143";"";"57,6341666666667";"10,2416666666667";"574138";"6388661";"Arthropoda";"Perioculodes longimanus";"1";"0,0003";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"11";"1";"11,3";"Haps";"143";"";"57,6341666666667";"10,2416666666667";"574138";"6388661";"Arthropoda";"Leptognathia breviremis";"1";"0,0002";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"11";"1";"11,3";"Haps";"143";"";"57,6341666666667";"10,2416666666667";"574138";"6388661";"Mollusca";"Kurtiella bidentata";"1";"0,0022";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"11";"1";"11,3";"Haps";"143";"";"57,6341666666667";"10,2416666666667";"574138";"6388661";"Mollusca";"Tellina fabula";"21";"0,4882";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"12";"1";"10,9";"Haps";"143";"";"57,6341666666667";"10,2455";"574367";"6388665";"Annelida";"Chaetozone setosa";"2";"0,0047";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"12";"1";"10,9";"Haps";"143";"";"57,6341666666667";"10,2455";"574367";"6388665";"Annelida";"Nephtys hombergii";"2";"0,1485";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"12";"1";"10,9";"Haps";"143";"";"57,6341666666667";"10,2455";"574367";"6388665";"Annelida";"Magelona mirabilis";"6";"0,0463";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"12";"1";"10,9";"Haps";"143";"";"57,6341666666667";"10,2455";"574367";"6388665";"Mollusca";"Abra alba";"1";"0,0007";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"12";"1";"10,9";"Haps";"143";"";"57,6341666666667";"10,2455";"574367";"6388665";"Echinodermata";"Echinocardium cordatum";"2";"44,1669";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"12";"1";"10,9";"Haps";"143";"";"57,6341666666667";"10,2455";"574367";"6388665";"Arthropoda";"Perioculodes longimanus";"1";"0,0004";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"12";"1";"10,9";"Haps";"143";"";"57,6341666666667";"10,2455";"574367";"6388665";"Mollusca";"Tellina fabula";"8";"0,2318";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"13";"1";"10,6";"Haps";"143";"";"57,6343333333333";"10,2495";"574606";"6388688";"Annelida";"Chaetozone setosa";"1";"0,0029";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"13";"1";"10,6";"Haps";"143";"";"57,6343333333333";"10,2495";"574606";"6388688";"Arthropoda";"Microprotopus maculatus";"2";"0,0005";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"13";"1";"10,6";"Haps";"143";"";"57,6343333333333";"10,2495";"574606";"6388688";"Annelida";"Magelona mirabilis";"1";"0,0088";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"13";"1";"10,6";"Haps";"143";"";"57,6343333333333";"10,2495";"574606";"6388688";"Annelida";"Lanice conchilega";"3";"1,2741";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"13";"1";"10,6";"Haps";"143";"";"57,6343333333333";"10,2495";"574606";"6388688";"Echinodermata";"Echinocardium cordatum";"2";"29,3056";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"13";"1";"10,6";"Haps";"143";"";"57,6343333333333";"10,2495";"574606";"6388688";"Annelida";"Eumida sanguinea";"3";"0,0169";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"13";"1";"10,6";"Haps";"143";"";"57,6343333333333";"10,2495";"574606";"6388688";"Arthropoda";"Apherusa bispinosa";"1";"0,0019";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"13";"1";"10,6";"Haps";"143";"";"57,6343333333333";"10,2495";"574606";"6388688";"Mollusca";"Tellimya ferruginosa";"1";"0,0134";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"13";"1";"10,6";"Haps";"143";"";"57,6343333333333";"10,2495";"574606";"6388688";"Annelida";"Sigalion mathildae";"3";"0,0503";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"13";"1";"10,6";"Haps";"143";"";"57,6343333333333";"10,2495";"574606";"6388688";"Mollusca";"Kurtiella bidentata";"2";"0,0043";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"13";"1";"10,6";"Haps";"143";"";"57,6343333333333";"10,2495";"574606";"6388688";"Mollusca";"Tellina fabula";"3";"0,0162";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"14";"1";"10,8";"Haps";"143";"";"57,6348333333333";"10,2516666666667";"574734";"6388746";"Annelida";"Chaetozone setosa";"1";"0,0007";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"14";"1";"10,8";"Haps";"143";"";"57,6348333333333";"10,2516666666667";"574734";"6388746";"Annelida";"Nephtys hombergii";"1";"0,0119";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"14";"1";"10,8";"Haps";"143";"";"57,6348333333333";"10,2516666666667";"574734";"6388746";"Annelida";"Magelona mirabilis";"2";"0,0263";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"14";"1";"10,8";"Haps";"143";"";"57,6348333333333";"10,2516666666667";"574734";"6388746";"Mollusca";"Abra alba";"1";"0,0011";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"14";"1";"10,8";"Haps";"143";"";"57,6348333333333";"10,2516666666667";"574734";"6388746";"Mollusca";"Tellimya ferruginosa";"1";"0,0003";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"14";"1";"10,8";"Haps";"143";"";"57,6348333333333";"10,2516666666667";"574734";"6388746";"Arthropoda";"Amphipoda indet.";"1";"0,0009";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"14";"1";"10,8";"Haps";"143";"";"57,6348333333333";"10,2516666666667";"574734";"6388746";"Annelida";"Sigalion mathildae";"5";"0,1164";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"14";"1";"10,8";"Haps";"143";"";"57,6348333333333";"10,2516666666667";"574734";"6388746";"Mollusca";"Tellina fabula";"5";"0,1683";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"15";"1";"11,1";"Haps";"143";"";"57,6356666666667";"10,2553333333333";"574951";"6388843";"Annelida";"Nephtys hombergii";"1";"0,003";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"15";"1";"11,1";"Haps";"143";"";"57,6356666666667";"10,2553333333333";"574951";"6388843";"Annelida";"Magelona mirabilis";"4";"0,0268";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"15";"1";"11,1";"Haps";"143";"";"57,6356666666667";"10,2553333333333";"574951";"6388843";"Annelida";"Scoloplos armiger";"1";"0,0111";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"15";"1";"11,1";"Haps";"143";"";"57,6356666666667";"10,2553333333333";"574951";"6388843";"Nemertini";"Nemertini indet.";"1";"0,0232";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"15";"1";"11,1";"Haps";"143";"";"57,6356666666667";"10,2553333333333";"574951";"6388843";"Mollusca";"Abra alba";"1";"0,0103";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"15";"1";"11,1";"Haps";"143";"";"57,6356666666667";"10,2553333333333";"574951";"6388843";"Annelida";"Phyllodoce sp.";"1";"0,0014";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"15";"1";"11,1";"Haps";"143";"";"57,6356666666667";"10,2553333333333";"574951";"6388843";"Mollusca";"Tellimya ferruginosa";"1";"0,0018";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"15";"1";"11,1";"Haps";"143";"";"57,6356666666667";"10,2553333333333";"574951";"6388843";"Phoronida";"Phoronis sp.";"1";"0,0108";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"15";"1";"11,1";"Haps";"143";"";"57,6356666666667";"10,2553333333333";"574951";"6388843";"Annelida";"Glycera sp.";"1";"0,0022";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"15";"1";"11,1";"Haps";"143";"";"57,6356666666667";"10,2553333333333";"574951";"6388843";"Mollusca";"Tellina fabula";"7";"0,0617";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"16";"1";"10,6";"Haps";"143";"";"57,6361666666667";"10,2578333333333";"575100";"6388901";"Annelida";"Chaetozone setosa";"1";"0,0039";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"16";"1";"10,6";"Haps";"143";"";"57,6361666666667";"10,2578333333333";"575100";"6388901";"Annelida";"Spiophanes bombyx";"1";"0,026";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"16";"1";"10,6";"Haps";"143";"";"57,6361666666667";"10,2578333333333";"575100";"6388901";"Annelida";"Magelona mirabilis";"4";"0,0228";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"16";"1";"10,6";"Haps";"143";"";"57,6361666666667";"10,2578333333333";"575100";"6388901";"Annelida";"Scoloplos armiger";"1";"0,0065";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"16";"1";"10,6";"Haps";"143";"";"57,6361666666667";"10,2578333333333";"575100";"6388901";"Echinodermata";"Echinocardium cordatum";"1";"2,982";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"16";"1";"10,6";"Haps";"143";"";"57,6361666666667";"10,2578333333333";"575100";"6388901";"Arthropoda";"Iphinoe trispinosa";"1";"0,0011";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"16";"1";"10,6";"Haps";"143";"";"57,6361666666667";"10,2578333333333";"575100";"6388901";"Mollusca";"Nucula nitidosa";"1";"0,0113";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"16";"1";"10,6";"Haps";"143";"";"57,6361666666667";"10,2578333333333";"575100";"6388901";"Mollusca";"Ensis americanus";"1";"3,9832";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"16";"1";"10,6";"Haps";"143";"";"57,6361666666667";"10,2578333333333";"575100";"6388901";"Annelida";"Sigalion mathildae";"2";"0,0489";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"16";"1";"10,6";"Haps";"143";"";"57,6361666666667";"10,2578333333333";"575100";"6388901";"Arthropoda";"Urothoe grimaldii";"1";"0,0007";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"16";"1";"10,6";"Haps";"143";"";"57,6361666666667";"10,2578333333333";"575100";"6388901";"Mollusca";"Kurtiella bidentata";"1";"0,002";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"16";"1";"10,6";"Haps";"143";"";"57,6361666666667";"10,2578333333333";"575100";"6388901";"Mollusca";"Tellina fabula";"5";"0,0214";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"16";"1";"10,6";"Haps";"143";"";"57,6361666666667";"10,2578333333333";"575100";"6388901";"Mollusca";"Tellina tenuis";"1";"0,0007";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"17";"1";"11,2";"Haps";"143";"";"57,6368333333333";"10,2618333333333";"575337";"6388980";"Annelida";"Chaetozone setosa";"1";"0,0016";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"17";"1";"11,2";"Haps";"143";"";"57,6368333333333";"10,2618333333333";"575337";"6388980";"Annelida";"Magelona mirabilis";"7";"0,0352";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"17";"1";"11,2";"Haps";"143";"";"57,6368333333333";"10,2618333333333";"575337";"6388980";"Nemertini";"Nemertini indet.";"1";"0,003";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"17";"1";"11,2";"Haps";"143";"";"57,6368333333333";"10,2618333333333";"575337";"6388980";"Echinodermata";"Echinocardium cordatum";"1";"0,4864";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"17";"1";"11,2";"Haps";"143";"";"57,6368333333333";"10,2618333333333";"575337";"6388980";"Annelida";"Sigalion mathildae";"1";"0,0007";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"17";"1";"11,2";"Haps";"143";"";"57,6368333333333";"10,2618333333333";"575337";"6388980";"Mollusca";"Kurtiella bidentata";"3";"0,004";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"17";"1";"11,2";"Haps";"143";"";"57,6368333333333";"10,2618333333333";"575337";"6388980";"Mollusca";"Tellina fabula";"4";"0,0264";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"18";"1";"11,4";"Haps";"143";"";"57,6383333333333";"10,2653333333333";"575543";"6389150";"Annelida";"Nephtys hombergii";"2";"0,0077";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"18";"1";"11,4";"Haps";"143";"";"57,6383333333333";"10,2653333333333";"575543";"6389150";"Annelida";"Magelona mirabilis";"4";"0,0299";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"18";"1";"11,4";"Haps";"143";"";"57,6383333333333";"10,2653333333333";"575543";"6389150";"Annelida";"Spio filicornis";"1";"0,0009";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
"Tannis Bugt";"92110008";"2210";"20230417";"1200";"18";"1";"11,4";"Haps";"143";"";"57,6383333333333";"10,2653333333333";"575543";"6389150";"Arthropoda";"Bathyporeia elegans";"3";"0,004";"";"";"C, Faglig kontrol";"Godkendt";"2024-11-08 06:15/Manual¤2024-03-11 06:33/Manual"
